n_samples,d,vine_family,correlation_type,rho,corr_max_error,corr_mean_error,corr_rmse,corr_of_corrs,marginals_similar,mean_ks_stat,mean_kendall_diff,mean_spearman_diff,entropy_true,entropy_error
1000,5,d-vine,toeplitz,0.3,0.48329458914375445,0.2257320458857623,0.2924867829628146,-0.8222457963641522,True,0.0316,0.15357437437437438,0.22435753915753914,6.906071307080881,0.44746007880125394
1000,5,d-vine,toeplitz,0.6,0.5891867142735006,0.1948591625574297,0.2634435154246163,-0.42356623354194345,True,0.0182,0.13517516946258173,0.18474066984932636,6.202118460766524,0.4535893157613424
1000,5,d-vine,toeplitz,0.9,0.2576020569756904,0.12553040396843923,0.16004967960181135,-0.6655120113135992,True,0.020999999999999998,0.13594474474474474,0.13831433551433553,3.77323025238006,1.2502544280358974
1000,5,d-vine,equicorrelation,0.3,0.21106039835103585,0.06515019275348602,0.09446074321766641,0.1932799325428309,True,0.029599999999999998,0.04749549549549548,0.06826388626388628,6.7755714583280335,0.29521504056782
1000,5,d-vine,equicorrelation,0.6,0.05762920909686675,0.029892485243990564,0.0353301313246734,0.5930912416627683,True,0.04239999999999999,0.025551151151151162,0.03280161640161642,5.8739989180861105,0.2730688847343039
1000,5,d-vine,equicorrelation,0.9,0.2644135134710126,0.16081020038210442,0.17527220014564862,0.3005693697949559,True,0.0216,0.17487145646555216,0.15993191585694522,3.2525506317827957,1.3681985174093056
1000,5,d-vine,block,0.6,0.6420256575246178,0.3232278825059179,0.37499057838885874,0.04463795378675079,True,0.027200000000000002,0.2139099960534871,0.3044774568412354,6.349487063017133,0.34809029885810094
1000,5,d-vine,block,0.9,0.6663978831628998,0.4226226760785462,0.44180563977855225,0.267173677919451,True,0.0362,0.3326366366366367,0.42387496347496356,4.476551678209071,1.6185586105734195
1000,10,c-vine,toeplitz,0.3,0.572796603802,0.35189912230312675,0.3772845903498916,0.25268313146446636,True,0.028000000000000004,0.2362014646197362,0.3411257554007292,13.76498727442614,1.4787127434814806
1000,10,c-vine,toeplitz,0.6,0.5289183294212194,0.2638212279884886,0.31013180188331024,0.6444008740593762,True,0.0274,0.18439589446006102,0.2589563067248711,12.18109337021884,0.6598199835731702
1000,10,c-vine,toeplitz,0.9,0.27731366301002747,0.037713741424207144,0.0627788794351275,0.9112783191864253,True,0.029400000000000003,0.04185901457012567,0.046396138929472266,6.716094901349296,2.0780403463819486
